n_estimators,learning_rate,max_depth,min_child_weight,gamma,subsample,colsample_bytree,lambda,alpha,accuracy,f1_score,recall,roc_auc,cv_score,train_score,overfitting
500,0.1,8,3,0.3,0.9,0.7,1,0,0.8758828596037899,0.8750448151950946,0.8758828596037899,0.9494230642756769,0.9461066636412895,0.9739868211378613,OK
500,0.1,5,3,0.0,0.9,0.9,3,0,0.8755383290267011,0.8741917011406722,0.8755383290267011,0.9476671674779302,0.9456671353680537,0.9116025668633446,OK
500,0.1,5,3,0.0,0.9,0.9,1,1,0.8749354005167959,0.8735884476782234,0.8749354005167959,0.9478755775747217,0.9453396457440677,0.9156079073172833,OK
500,0.1,5,5,0.3,0.9,0.9,1,0,0.8747631352282516,0.8733770327002117,0.8747631352282516,0.9479196612193451,0.9455730354408542,0.9139282484172445,OK
500,0.1,5,3,0.1,0.9,0.9,1,1,0.8745908699397071,0.8732650340508269,0.8745908699397071,0.9477192385907363,0.9455368576612987,0.9159739868211378,OK
500,0.1,5,5,0.3,0.9,0.9,1,1,0.874504737295435,0.8731841932702085,0.874504737295435,0.9473716311551608,0.945382995436282,0.9127223394633706,OK
500,0.1,8,5,0.3,0.9,0.7,1,1,0.8740740740740741,0.8731581163015205,0.8740740740740741,0.9489443187669675,0.9459474727001467,0.9631551746414574,OK
500,0.1,8,5,0.3,0.9,0.7,1,0,0.8740740740740741,0.8730980318636441,0.8740740740740741,0.9488269658074615,0.9451344070295299,0.9673973900684784,OK
500,0.1,5,3,0.3,0.9,0.9,1,1,0.8742463393626184,0.8728919652962853,0.8742463393626184,0.9479566010160203,0.9454378316258442,0.9145742710711056,OK
500,0.1,8,3,0.1,0.9,0.7,1,1,0.8738156761412575,0.8728557292631773,0.8738156761412575,0.9491401104589667,0.945180885132254,0.9760540936302167,OK
500,0.1,5,5,0.0,0.7,0.7,1,0,0.8740740740740741,0.8727427745757617,0.8740740740740741,0.9458390783273027,0.943820635654513,0.9110426805633317,OK
500,0.1,5,5,0.3,0.7,0.9,1,1,0.8739879414298019,0.8727240478334297,0.8739879414298019,0.9462307335087679,0.9432596914951231,0.9114733623325725,OK
500,0.1,5,3,0.3,0.9,0.9,1,0,0.8740740740740741,0.8726049677616121,0.8740740740740741,0.9480787644058027,0.9457629627239145,0.9169214867134674,OK
500,0.1,8,5,0.1,0.9,0.7,1,1,0.873557278208441,0.8725772303528244,0.873557278208441,0.9486898326458486,0.9452980795132486,0.9687109694646625,OK
500,0.1,8,3,0.0,0.9,0.7,1,1,0.8734711455641688,0.8724114337055958,0.8734711455641688,0.9484675835873287,0.9453103210193529,0.9758387527455963,OK
500,0.1,8,3,0.0,0.9,0.7,3,1,0.8732988802756244,0.8723470995807231,0.8732988802756244,0.9485067311561086,0.945582646655556,0.9698522761531504,OK
500,0.1,8,3,0.0,0.9,0.7,1,0,0.8731266149870801,0.8721856406643433,0.8731266149870801,0.9485957420655902,0.9454499909837173,0.9779275593264137,OK
500,0.1,8,5,0.3,0.9,0.7,3,0,0.8729543496985357,0.8720483659817387,0.8729543496985357,0.9480033052681822,0.9456041812346042,0.9630475041991472,OK
500,0.1,5,3,0.3,0.9,0.9,3,1,0.8733850129198967,0.8720213623188626,0.8733850129198967,0.9470062538465494,0.9450332341984264,0.9099444420517679,OK
500,0.1,5,5,0.0,0.9,0.9,1,0,0.8733850129198967,0.8719962398618194,0.8733850129198967,0.9478840137770723,0.945407554706817,0.913023816701839,OK
500,0.1,5,5,0.1,0.9,0.7,1,1,0.8732127476313523,0.8718346704404639,0.8732127476313523,0.9476847758066661,0.9448903288532857,0.9094276239286792,OK
500,0.1,8,5,0.0,0.9,0.7,3,0,0.8728682170542635,0.8717850557530692,0.8728682170542635,0.9490762107135031,0.9455003695669768,0.9636504586760842,OK
500,0.1,5,3,0.1,0.9,0.9,1,0,0.8731266149870801,0.8717664660601756,0.8731266149870801,0.9478979065869005,0.9456227110890655,0.917309100305784,OK
500,0.1,8,5,0.0,0.9,0.7,3,1,0.8727820844099914,0.8717533324709075,0.8727820844099914,0.9486015038123018,0.9450927272866357,0.9640165381799388,OK
500,0.1,5,3,0.1,0.9,0.7,1,1,0.8731266149870801,0.8717160904169114,0.8731266149870801,0.9475403193034381,0.9453448634501898,0.913002282613377,OK
500,0.1,5,3,0.1,0.7,0.7,1,0,0.8729543496985357,0.8716925667177794,0.8729543496985357,0.9466240400319699,0.9439306765582909,0.9137344416210862,OK
500,0.1,5,5,0.1,0.7,0.9,1,1,0.8729543496985357,0.8716925667177794,0.8729543496985357,0.9460956824736927,0.9435827333389717,0.9121409190748956,OK
500,0.1,8,5,0.3,0.7,0.7,3,0,0.8725236864771748,0.8716689864939022,0.8725236864771748,0.9468201548125698,0.9428864034232312,0.9639088677376286,OK
500,0.1,5,3,0.0,0.7,0.7,1,0,0.8729543496985357,0.871655092235375,0.8729543496985357,0.9461947629778947,0.9438497506439955,0.9125716008441362,OK
500,0.1,5,5,0.1,0.9,0.9,3,0,0.8731266149870801,0.8716528033619606,0.8731266149870801,0.9467889588132397,0.9448790094462762,0.9102028511133123,OK
500,0.1,5,5,0.0,0.7,0.9,1,1,0.873040482342808,0.8716479303104229,0.873040482342808,0.9457035426593265,0.9435948723491503,0.9118825100133512,OK
500,0.1,5,3,0.0,0.7,0.7,3,1,0.8729543496985357,0.8716425726926861,0.8729543496985357,0.946398954973511,0.9435765436082271,0.9080279081786468,OK
500,0.1,8,5,0.3,0.9,0.9,1,0,0.8725236864771748,0.8715964515227431,0.8725236864771748,0.948379434247449,0.944879881042441,0.9713811964339549,OK
500,0.1,8,5,0.3,0.9,0.7,3,1,0.8726098191214471,0.871591906699948,0.8726098191214471,0.948562661382756,0.9455979360692215,0.95863301606443,OK
500,0.1,5,3,0.3,0.7,0.7,3,0,0.8728682170542635,0.8715868444611331,0.8728682170542635,0.9461700466999442,0.9436854288759248,0.9099875102286921,OK
500,0.1,5,5,0.1,0.9,0.9,3,1,0.873040482342808,0.8715593177022,0.873040482342808,0.9468105519013836,0.9450570102751703,0.9091692148671346,OK
500,0.1,5,5,0.3,0.9,0.7,1,0,0.873040482342808,0.871546602139886,0.873040482342808,0.9470381319218143,0.9454398968423849,0.9106766010594771,OK
500,0.1,5,5,0.1,0.9,0.9,1,1,0.873040482342808,0.8715083702894417,0.873040482342808,0.9469252483546174,0.9456392741210878,0.9127438735518325,OK
500,0.1,8,5,0.0,0.9,0.7,1,1,0.8724375538329027,0.8714060158357575,0.8724375538329027,0.9479209176750142,0.944761203053304,0.9693354580300616,OK
500,0.1,5,3,0.1,0.9,0.9,3,1,0.8728682170542635,0.8713977613125178,0.8728682170542635,0.947892503827523,0.9452805397132229,0.9116887032171929,OK
500,0.1,5,3,0.1,0.9,0.7,3,0,0.8729543496985357,0.871376402262338,0.8729543496985357,0.9470970955914346,0.9449792115793306,0.9105043283517809,OK
500,0.1,5,5,0.0,0.7,0.7,3,1,0.8726959517657192,0.8713752289600175,0.8726959517657192,0.9456374889898586,0.9430836114228274,0.9062405788362978,OK
500,0.1,8,5,0.0,0.9,0.7,1,0,0.8720068906115418,0.8712570412200606,0.8720068906115418,0.9485642588763925,0.9454364564469921,0.9698092079762264,OK
500,0.1,5,5,0.1,0.9,0.7,1,0,0.8726098191214471,0.8711935490336808,0.8726098191214471,0.9471998198170772,0.945210078116405,0.9114518282441104,OK
500,0.1,5,3,0.0,0.7,0.7,1,1,0.8725236864771748,0.8711254659833283,0.8725236864771748,0.9458922443514779,0.943739826228288,0.9114302941556484,OK
500,0.1,8,3,0.3,0.9,0.9,3,1,0.8720068906115418,0.8711245044227384,0.8720068906115418,0.9479683040031109,0.9453959280934867,0.9681941513415737,OK
500,0.1,8,5,0.1,0.9,0.9,1,1,0.872093023255814,0.8711077446117869,0.872093023255814,0.9478253911454195,0.944659655019148,0.9730608553339937,OK
500,0.1,8,3,0.3,0.9,0.7,3,0,0.872093023255814,0.8710832496576831,0.872093023255814,0.9484161048036237,0.946064838335389,0.9689263103492829,OK
500,0.1,8,3,0.1,0.9,0.7,1,0,0.8717484926787252,0.8710748250266991,0.8717484926787252,0.9489071276791583,0.9456364239330229,0.9783797751841165,OK
500,0.1,5,3,0.3,0.7,0.7,1,1,0.8724375538329027,0.8710573767400246,0.8724375538329027,0.9461326402197349,0.9438458310016102,0.9116671691287308,OK
500,0.1,5,3,0.3,0.9,0.7,1,1,0.8725236864771748,0.871049245760519,0.8725236864771748,0.9473354093331537,0.9453234819258742,0.9122916576941298,OK
500,0.1,8,3,0.3,0.9,0.7,3,1,0.8719207579672696,0.8710317099888217,0.8719207579672696,0.9485467043957568,0.946146713693581,0.9630690382876093,OK
500,0.1,5,3,0.1,0.9,0.7,1,0,0.8725236864771748,0.8710237253507676,0.8725236864771748,0.9473737850791653,0.9452666680136185,0.9137559757095483,OK
500,0.1,5,3,0.1,0.7,0.7,1,1,0.8724375538329027,0.8710193685726041,0.8724375538329027,0.9461416867005532,0.9437668118290035,0.9113010896248762,OK
500,0.1,8,3,0.0,0.7,0.7,1,0,0.8720068906115418,0.8709903004939705,0.8720068906115418,0.9465495860588847,0.9431055237049295,0.9776906843533313,OK
500,0.1,8,3,0.3,0.9,0.7,1,1,0.872093023255814,0.8709847139869448,0.872093023255814,0.9488063958332197,0.9457369016891825,0.9685602308454283,OK
500,0.1,8,3,0.3,0.9,0.9,1,1,0.8717484926787252,0.8709430014434641,0.8717484926787252,0.9482851821228903,0.945847357752578,0.973857616607089,OK
